Item Managed by,External ID,Item Name/Number,Item Options,SIZE,COLOR,Packaging,NDC Item,Matrix Type,Subitem of,Display Name/Code,Vendor Name/Code,Manufacturer,UOM to Each,UOM to Each Type,Units Type,Stock Description,Purchase Price,Item Defined Cost,Base Price,Shipping Category,Shipping Rate,Logo - Free Shipping,Actual Shipping,Application,Product Name,Detailed Description,Web Store Description,Page Title,Meta Tag HTML,Warranty,Return Policy,Attribute Set,Original Description,Other Options,form,Catalogue,Catalogue hierarchy
AUTOMATION,1000000200,GR65233-CS,Size,30 x 72 inch,,Case,,Child Matrix Item,1000000198,65233,NDC Homecare LLC,Graham Medical,50,CS,Case,50/Case,51.89,54.4845,67.457,,,,,,"Graham Medical Pocketfit® Stretcher Sheet Pocketfit®, Non-woven, 30"" X 72"" - 50/cs",,,,,,,Supply Compression,"POCKETFIT® Fitted Stretcher Sheet, Blue, Heavier Bais Weight, Non-Woven, 30"" x 72"", 50/cs","[{""text"":""POCKETFIT®"",""tag"":""BRAND""},{""text"":""Non-Woven"",""tag"":""STERILE""}]",MES PART FORM,Walking Aids,Master
AUTOMATION,1000000201,GR65245-CS,Color|Size,30 x 72 inch,White,Case,,Child Matrix Item,1000000198,65245,NDC Homecare LLC,Graham Medical,50,CS,Case,50/Case,56.55,59.3775,73.515,,,,,,"Graham Medical Pocketfit® Stretcher Sheet Pocketfit®, White, Non-woven, 30"" X 72"" - 50/cs",,,,,,,Supply Compression,"POCKETFIT® Fitted Stretcher Sheet, White, Heavier Basis Weight, Non-Woven, 30"" x 72"", 50/cs","[{""text"":""POCKETFIT®"",""tag"":""BRAND""},{""text"":""Non-Woven"",""tag"":""STERILE""}]",MES PART FORM,Walking Aids,Master
AUTOMATION,1000000202,GR192-MI,,,,,,Parent Matrix Item,,192,NDC Homecare LLC,Graham Medical,,,,,,,,,,,,,Graham Medical Podiatric Towels,<p>Comes in exciting blue or mauve outlined footprints to brighten exam environments!</p>,<p>Comes in exciting blue or mauve outlined footprints to brighten exam environments!</p>,Graham Medical Podiatric Towels|192,"<meta name= ""description"" content=""Buy Graham Medical Podiatric Towels at best price from medicaleshop.com"" /><meta name=""keywords"" content=""192"" />",<ul><li>The product warranty is applicable as per the terms and conditions provided by the product manufacturer.</li></ul><p><b>Please call us for specific details.</b></p>,"<ul><li>No returns will be accepted after 30 days from the date of shipment.</li><li>All returns are subject to a restocking fee as per manufacturers terms and conditions.</li><li>All returns must have an RGA number (Returned Goods Authorization), unauthorized returns will not be accepted.</li><li>We do not guarantee fulfillment of any desired purpose or product suitability to the user and this will not be considered as a valid reason for return.</li><li><b>The products must be new, unused condition, not tampered with, in original packaging and returned at the customers expense in the original packaging.</b></li><li>If your return is not due to any manufacturing defect then the original shipping cost will be deducted from the total refund.</li><li>Hygiene, bath and toilet items cannot be returned once opened or used.</li><li>Standard manufacturer terms and conditions apply for return policy of this product.</li></ul><p><b>Please call us for specific details.</b>",Supply Compression,,,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000203,GR191-CS,Size|Color,13½ x 18 inch,Blue,Case,,Child Matrix Item,1000000202,191,NDC Homecare LLC,Graham Medical,500,CS,Case,500/Case,18.3,19.215,23.79,,,,,,"Graham Medical Podiatric Towels 13½"" X 18"", Footprint®, Blue - 500/cs",,,,,,,Supply Compression,"Towel, 13½"" x 18"", Footprint®, Blue, 3-Ply, 500/cs (72 cs/plt)","[{""text"":""Footprint®"",""tag"":""SHAPE""}]",MES PART FORM,Walking Aids,Master
AUTOMATION,1000000203,GR192-CS,Size,13½ x 18 inch,,Case,,Child Matrix Item,1000000202,192,NDC Homecare LLC,Graham Medical,500,CS,Case,500/Case,18.3,19.215,23.79,,,,,,"Graham Medical Podiatric Towels 13½"" X 18"", Footprint® - 500/cs",,,,,,,Supply Compression,"Towel, 13½"" x 18"", Mauve, Footprint®, 3-Ply, 500/cs","[{""text"":""Footprint®"",""tag"":""WEIGHT""}]",MES PART FORM,Walking Aids,Master
AUTOMATION,1000000205,GR073-MI,,,,,,Parent Matrix Item,,73,NDC Homecare LLC,Graham Medical,,,,,,,,,,,,,Graham Medical Poly-perf® Exam Roll Table Paper,"<p>Protects table and patient from cross contamination. Polybacked moisture barrier on one side and soft tissue on the other. Perforated every 18"" for easy tearing and securely bonded so moisture will not soak through. Sturdy enough to resist unintentional tears. 125 feet per roll.</p>","<p>Protects table and patient from cross contamination. Polybacked moisture barrier on one side and soft tissue on the other. Perforated every 18"" for easy tearing and securely bonded so moisture will not soak through. Sturdy enough to resist unintentional tears. 125 feet per roll.</p>",Graham Medical Poly-perf® Exam Roll Table Paper|073,"<meta name= ""description"" content=""Buy Graham Medical Poly-perf® Exam Roll Table Paper at best price from medicaleshop.com"" /><meta name=""keywords"" content=""073"" />",<ul><li>The product warranty is applicable as per the terms and conditions provided by the product manufacturer.</li></ul><p><b>Please call us for specific details.</b></p>,"<ul><li>No returns will be accepted after 30 days from the date of shipment.</li><li>All returns are subject to a restocking fee as per manufacturers terms and conditions.</li><li>All returns must have an RGA number (Returned Goods Authorization), unauthorized returns will not be accepted.</li><li>We do not guarantee fulfillment of any desired purpose or product suitability to the user and this will not be considered as a valid reason for return.</li><li><b>The products must be new, unused condition, not tampered with, in original packaging and returned at the customers expense in the original packaging.</b></li><li>If your return is not due to any manufacturing defect then the original shipping cost will be deducted from the total refund.</li><li>Hygiene, bath and toilet items cannot be returned once opened or used.</li><li>Standard manufacturer terms and conditions apply for return policy of this product.</li></ul><p><b>Please call us for specific details.</b>",Supply Compression,,,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000206,GR072-CS,Size,18 x 125 inch,,Case,,Child Matrix Item,1000000205,72,NDC Homecare LLC,Graham Medical,9,CS,Case,9/Case,41.35,43.4175,53.755,,,,,,"Graham Medical Poly-perf® Exam Roll Table Paper 18"" X 125"" - 9/cs",,,,,,,Supply Compression,"Poly-Perf® Perforated Sheets Table Paper, 18"" x 125"", 9/cs (64 cs/plt)",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000206,GR073-CS,Size,21 x 125 inch,,Case,,Child Matrix Item,1000000205,73,NDC Homecare LLC,Graham Medical,9,CS,Case,9/Case,46.73,49.0665,60.749,,,,,,"Graham Medical Poly-perf® Exam Roll Table Paper 21"" X 125"" - 9/cs",,,,,,,Supply Compression,"Poly-Perf® Perforated Sheets Table Paper, 21"" x 125"", 9/cs (48 cs/plt)",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000208,GR49896-MI,,,,,,Parent Matrix Item,,49896,NDC Homecare LLC,Graham Medical,,,,,,,,,,,,,Graham Medical Premium Stretcher Sheets,<p>The SnugFit® fitted design keeps sheet tight and flat on a stretcher to prevent slippage during patient movement and protected from contamination.</p>,<p>The SnugFit® fitted design keeps sheet tight and flat on a stretcher to prevent slippage during patient movement and protected from contamination.</p>,Graham Medical Premium Stretcher Sheets|49896,"<meta name= ""description"" content=""Buy Graham Medical Premium Stretcher Sheets at best price from medicaleshop.com"" /><meta name=""keywords"" content=""49896"" />",<ul><li>The product warranty is applicable as per the terms and conditions provided by the product manufacturer.</li></ul><p><b>Please call us for specific details.</b></p>,"<ul><li>No returns will be accepted after 30 days from the date of shipment.</li><li>All returns are subject to a restocking fee as per manufacturers terms and conditions.</li><li>All returns must have an RGA number (Returned Goods Authorization), unauthorized returns will not be accepted.</li><li>We do not guarantee fulfillment of any desired purpose or product suitability to the user and this will not be considered as a valid reason for return.</li><li><b>The products must be new, unused condition, not tampered with, in original packaging and returned at the customers expense in the original packaging.</b></li><li>If your return is not due to any manufacturing defect then the original shipping cost will be deducted from the total refund.</li><li>Hygiene, bath and toilet items cannot be returned once opened or used.</li><li>Standard manufacturer terms and conditions apply for return policy of this product.</li></ul><p><b>Please call us for specific details.</b>",Supply Compression,,,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000209,GR44547-CS,Size,30 x 84 inch,,Case,,Child Matrix Item,1000000208,44547,NDC Homecare LLC,Graham Medical,50,CS,Case,50/Case,52.6,55.23,68.38,,,,,,"Graham Medical Premium Stretcher Sheets Snugfit®, Non-woven, 30"" X 84"" - 50/cs",,,,,,,Supply Compression,"SnugFit® Standard Fitted Stretcher Sheet, Non-Woven, 30"" x 84"", 50/cs (50 cs/plt)","[{""text"":""SnugFit®"",""tag"":""BRAND""},{""text"":""Non-Woven"",""tag"":""STERILE""}]",MES PART FORM,Walking Aids,Master
AUTOMATION,1000000209,GR49896-CS,Size,40 x 89 inch,,Case,,Child Matrix Item,1000000208,49896,NDC Homecare LLC,Graham Medical,25,CS,Case,25/Case,44.25,46.4625,57.525,,,,,,"Graham Medical Premium Stretcher Sheets Snugfit®, Non-woven, 40"" X 89"" - 25/cs",,,,,,,Supply Compression,"SnugFit® Large Fitted ER Stretcher Sheet, Blue, Non-Woven, 40"" x 89"", 25/cs (56 cs/plt)","[{""text"":""SnugFit®"",""tag"":""BRAND""},{""text"":""Non-Woven"",""tag"":""STERILE""}]",MES PART FORM,Walking Aids,Master
AUTOMATION,1000000211,GR52509-MI,,,,,,Parent Matrix Item,,52509,NDC Homecare LLC,Graham Medical,,,,,,,,,,,,,Graham Medical Quality Esthetic Wipes,<p>4-ply medical grade nonwoven wipes are lint-free. Ideal for a variety of facial treatments.</p>,<p>4-ply medical grade nonwoven wipes are lint-free. Ideal for a variety of facial treatments.</p>,Graham Medical Quality Esthetic Wipes|52509,"<meta name= ""description"" content=""Buy Graham Medical Quality Esthetic Wipes at best price from medicaleshop.com"" /><meta name=""keywords"" content=""52509"" />",<ul><li>The product warranty is applicable as per the terms and conditions provided by the product manufacturer.</li></ul><p><b>Please call us for specific details.</b></p>,"<ul><li>No returns will be accepted after 30 days from the date of shipment.</li><li>All returns are subject to a restocking fee as per manufacturers terms and conditions.</li><li>All returns must have an RGA number (Returned Goods Authorization), unauthorized returns will not be accepted.</li><li>We do not guarantee fulfillment of any desired purpose or product suitability to the user and this will not be considered as a valid reason for return.</li><li><b>The products must be new, unused condition, not tampered with, in original packaging and returned at the customers expense in the original packaging.</b></li><li>If your return is not due to any manufacturing defect then the original shipping cost will be deducted from the total refund.</li><li>Hygiene, bath and toilet items cannot be returned once opened or used.</li><li>Standard manufacturer terms and conditions apply for return policy of this product.</li></ul><p><b>Please call us for specific details.</b>",Supply Compression,,,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000212,GR52509-CS,Color|Size,4 x 4 inch,White,Case,,Child Matrix Item,1000000211,52509,NDC Homecare LLC,Graham Medical,2000,CS,Case,2000/Case,48.38,50.799,62.894,,,,,,"Graham Medical Quality Esthetic Wipes Non-woven, White, 4"" X 4"" - 2000/cs",,,,,,,Supply Compression,"SpaEssentials® Wipes, Non-Woven, White, 4"" x 4"", 200/pk, 10 pk/cs (60 cs/plt)","[{""text"":""Non-Woven"",""tag"":""STERILE""}]",MES PART FORM,Walking Aids,Master
AUTOMATION,1000000212,GR52508-CS,Color|Size,2 x 2 inch,White,Case,,Child Matrix Item,1000000211,52508,NDC Homecare LLC,Graham Medical,5000,CS,Case,5000/Case,43.34,45.507,56.342,,,,,,"Graham Medical Quality Esthetic Wipes Non-woven, White, 2"" X 2"" - 5000/cs",,,,,,,Supply Compression,"SpaEssentials® Wipes, Non-Woven, White,  2"" x 2"",  200/pk,  25 pk/cs","[{""text"":""Non-Woven"",""tag"":""STERILE""}]",MES PART FORM,Walking Aids,Master
AUTOMATION,1000000214,GR015-MI,,,,,,Parent Matrix Item,,15,NDC Homecare LLC,Graham Medical,,,,,,,,,,,,,Graham Medical Quality Examination Table Paper,"<p>A size and type for every need. Available in smooth and crepe finishes. Soft crepe finish is pleasant to touch, thicker, more absorbent and protects tender skin areas. Smooth finish is strong, clean and easy to use. Clings to table surface. All types have substantial wet strength.</p>","<p>A size and type for every need. Available in smooth and crepe finishes. Soft crepe finish is pleasant to touch, thicker, more absorbent and protects tender skin areas. Smooth finish is strong, clean and easy to use. Clings to table surface. All types have substantial wet strength.</p>",Graham Medical Quality Examination Table Paper|015,"<meta name= ""description"" content=""Buy Graham Medical Quality Examination Table Paper at best price from medicaleshop.com"" /><meta name=""keywords"" content=""015"" />",<ul><li>The product warranty is applicable as per the terms and conditions provided by the product manufacturer.</li></ul><p><b>Please call us for specific details.</b></p>,"<ul><li>No returns will be accepted after 30 days from the date of shipment.</li><li>All returns are subject to a restocking fee as per manufacturers terms and conditions.</li><li>All returns must have an RGA number (Returned Goods Authorization), unauthorized returns will not be accepted.</li><li>We do not guarantee fulfillment of any desired purpose or product suitability to the user and this will not be considered as a valid reason for return.</li><li><b>The products must be new, unused condition, not tampered with, in original packaging and returned at the customers expense in the original packaging.</b></li><li>If your return is not due to any manufacturing defect then the original shipping cost will be deducted from the total refund.</li><li>Hygiene, bath and toilet items cannot be returned once opened or used.</li><li>Standard manufacturer terms and conditions apply for return policy of this product.</li></ul><p><b>Please call us for specific details.</b>",Supply Compression,,,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000215,GR018-CS,Size|Color,21 inch x 225 ft,White,Case,,Child Matrix Item,1000000214,18,NDC Homecare LLC,Graham Medical,,CS,Case,,32.53,34.1565,42.289,,,,,,"Graham Medical Quality Examination Table Paper 21"" X 225 Ft, White",,,,,,,Supply Compression,"Standard Table Paper, 21"" x 225 ft, Smooth Finish, White, 12/cs (48 cs/plt)",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000215,GR004-CS,Size|Color,21 inch x 125 ft,White,Case,,Child Matrix Item,1000000214,4,NDC Homecare LLC,Graham Medical,,CS,Case,,22.67,23.8035,29.471,,,,,,"Graham Medical Quality Examination Table Paper 21"" X 125 Ft, White",,,,,,,Supply Compression,"Standard Table Paper, 21"" x 125 ft, Crepe Finish, White, 12/cs (48 cs/plt)",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000215,GR016-CS,Size|Color,18 inch x 225 ft,White,Case,,Child Matrix Item,1000000214,16,NDC Homecare LLC,Graham Medical,,CS,Case,,28.7,30.135,37.31,,,,,,"Graham Medical Quality Examination Table Paper 18"" X 225 Ft, White",,,,,,,Supply Compression,"Standard Table Paper, 18"" x 225 ft, Smooth Finish, White, 12/cs (64 cs/plt)",,MES PART FORM,Walking Aids,Master
AUTOMATION,1000000215,GR015-CS,Size|Color,14½ inch x 225 ft,White,Case,,Child Matrix Item,1000000214,15,NDC Homecare LLC,Graham Medical,,CS,Case,,28.98,30.429,37.674,,,,,,"Graham Medical Quality Examination Table Paper 14½"" X 225 Ft, White",,,,,,,Supply Compression,"Standard Table Paper, 14½"" x 225 ft, Smooth Finish, White, 12/cs (64 cs/plt)",,MES PART FORM,Walking Aids,Master
